id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
chargés; chacun en ce qui le concerne; textes qui l’ont modifiée ou complétée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’exécution du présent décret qui et notamment la loi n° 97-83 du 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sera publié au Journal Officiel de la décembre 1997; et la loi n°2003-20 du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République Tunisienne. 17 mars 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunis;" le 30 mai 2005""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;décret n° 99-2797 du 31 développement et de la coopération;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déc-99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-oct-00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"septembre 2002""";Art. 2. -;article;Le ministre du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 99-2797 du 31 développement et de la coopération;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déc-99; fixant la composition; internationale et le ministre des finances;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’organisation et les modalités de sont chargés; chacun en ce qui le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement du conseil national de la concerne; de l’exécution du présent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistique; tel que modifié par le décret décret qui sera publié au Journal Officiel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n°2004-2659 du 29 novembre 2004; de la République Tunisienne.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 2000-2408 du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-oct-00;,Non spécifié,,Tunis,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_3;lois_decrets;article;3;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 69-64 du 31 décembre d ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et de la coopération internationale l’identification des administrations ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du 2 juin 2010; fixant les modalités des structures publiques qui gèrent les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de transmission des informations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
disponibles auprès des administrations informations à transmettre à l’institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et des structures publiques à l’institut national de la statistique; un protocole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique; à des fins d’accord concernant cette transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"exclusivement statistiques. est signé entre le ministre ch""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_1969;lois_decrets;article;1969;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1969""";article;, portant loi de finances pour la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"gestion 1970 et notamment son article""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_4;lois_decrets;article;4;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 74 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21 relatif à la création de l’institut d’accord cité à l’article trois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique; une convention est signée entre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu la loi n° 74 - 101 du 25 décembre l’institut national de la statistique et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974; portant loi de finances pour la l’administration ou la structure publique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gestion 1975 et notamment ses articles détentrice des informations demandées;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55 et 56; précisant les conditions et les modalités;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Vu la loi n° 99-32 du 13 avril 1999 de transmission de ces i""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_7;lois_decrets;article;7;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;décret n° 2000-2408 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 2000-2408 du • L’objectif statistique visé par la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-oct-00; fixant l’organisation transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administrative et financière et les • La nature et les caractéristiques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modalités de fonctionnement de l’institut des fichiers et des informations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique; demandées;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 2005 - 910 du • Les modalités pratiques de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-mars-05; portant désignation de transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’autorité de tutelle sur les entreprises et • Le calendrier""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_5;lois_decrets;article;5;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;arrêté ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrête : la statistique s’engage à assurer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la confidentialité des informations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Article premier : Le présent arrêté transmises dans le cadre des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fixe les modalités de transmission procédures fixées par le présent arrêté;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
des informations disponibles auprès et ce conformément aux dispositions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
des administrations et des structures relatives au secret statistique telles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"publiques à l’institut national de la que énoncées par l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_5;lois_decrets;article;5;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;article 5;article 5;article;de la loi n°;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistique en vue de lui permettre de 99-32 citée ci-dessus. Il prend aussi en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
disposer des données dont il a besoin charge les dépenses induites par cette;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pour l’accomplissement de sa mission transmission.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qui porte notamment sur la collecte; le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
traitement;" l’analyse et la diffusion des""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_6;lois_decrets;article;6;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;arrêté ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
informations statistiques. sera publié au Journal Officiel de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"République Tunisienne.""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dispositions de l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_7;lois_decrets;article;7;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 99-32 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
citée ci-dessus; les administrations et Le ministre du développement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les structures publiques transmettent à et de la coopération internationale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’institut national de la statistique; en cas Mohamed Nouri Juini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de besoin et à des fins exclusivement vu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistiques; les informations dont elles Le premier ministre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
disposent et qu’elles ont recueillies dans Mohamed Ghannouchi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
le cadre de leurs missions.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lois et decrets relatifs à l’INS 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Décret-loi n° 20114""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_4;lois_decrets;article;4;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 88-95 du 2 août 1988 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-mars-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"23 mars 2011""";Art. 4 -;article;Un organisme public doit,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011; relatif à l’accès aux documents sous réserve des dispositions du présent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administratifs des organismes publics décret-loi; publier régulièrement :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Président de la République par organisationnelle; les fonctions et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intérim;Sur proposition du Premier tâches ainsi que ses politiques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ministre; - les décisions importantes et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu la loi organique n° 2004-63 du 27 politiques qui touchent le public;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
juil-04;" portant sur la prot""";état tunisien;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
on entend par :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- organisme public : les services de""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_5;lois_decrets;article;5;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art. 5 -;article;L’organisme public ompétent;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’administration centrale et régionale doit publier régulièrement :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’Etat; les collectivités locales et les - Les informations statistiques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
établissements et entreprises publics; économiques et sociales y compris les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?; les enquêtes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
documents produits ou reçus par les statistiques désagrégés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
organismes publics dans le cadre de - Toute information sur les finances;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"leur mission de service public quels publiques y com""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_3;lois_decrets;article;3;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ou morale a le droit d’accéder aux terme; toute information sur l’évaluation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
documents administratifs tels que des dépenses et de la gestion des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"définis à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aussi bien par divulgation proactive que détaillées sur le budget;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
divulgation sur demande de l’intéressé; aux niveaux central; régional et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sous réserve des exceptions prévues local;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par le présent décret-loi. - Les informations disponibles sur les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38 Lois et decrets relatifs à l’INS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
services et programmes sociaux. des conséquences sur la protection;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la vie ou la liberté d’une personne;,Non spécifié,,National,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_6;lois_decrets;article;6;;;;;Domaine de l'État / Foncier;FAIBLE;Approbation Présidentielle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mentionnés aux rticles 4 et 5 du présent preuve de diligence afin de répondre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
décret-loi doivent être divulgués sous d’urgence et sans retard et dans un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
une forme facilement accessible au délai ne dépassant pas deux (2) jours;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
public; et si besoin est; mis à jour au ouvrables.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"moins une fois par an.""";agence foncière industrielle (AFI);;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_12;lois_decrets;article;12;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_7;lois_decrets;article;7;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_10;lois_decrets;article;10;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administratifs doit être faite par décret-loi peut être prorogé de 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
écrit. En outre; les organismes publics jours après notification au demandeur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
peuvent proposer un formulaire de lorsque la demande concerne un grand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
demande; à condition qu’il soit simple; nombre de documents ou nécessite la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et ne requiert que les renseignements consultation d’autres parties.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"nécessaires prévus à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_8;lois_decrets;article;8;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"présent décret-loi.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_13;lois_decrets;article;13;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le dépôt de demande se fait soit; l’organisme public concerné à une;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
directement auprès de l’organisme demande dans les délais indiqués aux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
publique concerné avec délivrance articles 10; 11 et 12 du présent décret-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
obligatoire d’un récépissé; ou par une; loi vaut refus implicite et ouvre droit aux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lettre recommandée avec accusé de recours administratifs et juridictionnels.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
réception;" ou par voie électronique.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_14;lois_decrets;article;14;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_8;lois_decrets;article;8;;;;;Investissement Étranger / Devises;ÉLEVÉ;Autorisation BCT ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
obligatoirement; s’il s’agit d’une requis; il doit; dans les cinq (5) jours;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
personne physique; son nom; prénom ouvrables suivant la date de réception de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et adresse; et s’il s’agit d’une personne la demande; soit transférer la demande;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
morale; la dénomination et le siège à l’organisme public compétent; soit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
social. Aussi; la demande doit comporter informer le demandeur que la demande;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"obligatoirement le nom de l’organisme n’est pas de son r""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_15;lois_decrets;article;15;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_9;lois_decrets;article;9;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’information d’un organisme public documents administratifs. Toutefois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
doivent si nécessaire prêter assistance des frais peuvent être exigés après;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
au demandeur; dans le cas ou celui- notification préalable du demandeur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ci rencontrerait des difficultés dans la si la fourniture des documents l’exige.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
préparation de la demande. Ces frais doivent se limiter à couvrir les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"coûts réels du document demandé. Le""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_10;lois_decrets;article;10;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
doit fournir une réponse à toute demande du paiement des frais par le demandeur.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dans les 15 jours sous réserve es délais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"indiqués par la législation en vigueur.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_16;lois_decrets;article;16;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toutefois; l’organisme public concerné refuser de communiquer un document;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n’est pas tenu de répondre plus d’une administratif protégé par la législation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fois au même demandeur; en cas de en vigueur et notamment la loi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
répétition de ses demandes portant sur relative à la protection des données;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
un même objet sans motif valable. à caractère personnel et à celle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
En cas de refus explicite de demande; relative à la protection de la propriété;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"la décision doit être motivée. litt""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_11;lois_decrets;article;11;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
documents administratifs pourrait avoir concerné à titre confidentiel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lois et decrets relatifs à l’INS 39""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_17;lois_decrets;article;17;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
refuser de communiquer un document jours. Le tribunal administratif statuera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quand cela pourrait être préjudiciable : en référé sur le recours du demandeur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- aux relations entre Etats ou prévu à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_11;lois_decrets;article;11;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
organisations Internationales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- à la formation ou au développement""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_20;lois_decrets;article;20;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’une politique gouvernementale respecte pas les dispositions du présent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
efficace; décret-loi s’expose à des poursuites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nationale; législation en vigueur.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?; prévention ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
enquête criminelle;,Non spécifié,,National,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_21;lois_decrets;article;21;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
